seq	abundance	similarity
SRR3085699.26005	1	0
SRR3085692.135795	1	3
SRR3085693.8507	1	0
SRR3085701.69870	1	4
SRR3085690.217636	1	0
SRR3085692.240984	1	17
SRR3085701.107785	1	0
SRR3085694.60224	1	29
SRR3085694.152845	1	9
SRR3085701.80511	2	9
SRR3085692.260455	1	145
SRR3085693.31707	1	226
SRR3085689.126042	1	71
SRR3085698.87599	1	0
SRR3085693.36275	1	2
SRR3085691.138155	1	392
SRR3085689.186766	1	141
SRR3085694.105979	1	1
SRR3085700.85677	1	298
SRR3085692.69354	2	2
SRR3085689.83164	1	2
SRR3085690.5302	2	5
SRR3085688.29112	1	1024
SRR3085691.16519	1	18
SRR3085700.113898	1	208
SRR3085693.24937	1	291
SRR3085690.69865	1	0
SRR3085689.150642	1	415
SRR3085690.21861	1	73
SRR3085692.237274	1	1
SRR3085698.184635	1	228
SRR3085692.231638	1	2
SRR3085690.69436	1	7
SRR3085692.53132	1	4
SRR3085694.109053	1	593
SRR3085701.128867	1	2470
SRR3085696.49673	1	0
SRR3085700.71908	3	0
SRR3085698.2589	30	277
SRR3085699.10038	7	211
SRR3085688.57685	1	3874
SRR3085695.11100	1	10
SRR3085695.47271	1	13
SRR3085696.76920	1	2218
SRR3085696.99136	1	7
SRR3085694.89152	1	775
SRR3085698.133753	1	2684
SRR3085701.79172	1	3
SRR3085695.71142	1	0
SRR3085688.21913	1	706
SRR3085688.90152	1	7
SRR3085694.55055	1	116
SRR3085700.63232	1	251
SRR3085690.137281	1	616
SRR3085698.90577	1	181
SRR3085701.148143	1	61
SRR3085694.5274	1	1
SRR3085696.80228	1	3
SRR3085698.133067	1	5
SRR3085694.134041	3	9
SRR3085693.137717	1	8
SRR3085696.187924	1	2652
SRR3085694.134476	1	335
SRR3085694.64981	1	1
SRR3085692.62876	1	20
SRR3085694.38151	1	915
SRR3085694.85483	1	0
SRR3085692.155577	1	278
SRR3085689.147570	1	201
SRR3085701.151298	1	2048
SRR3085693.131605	1	54
SRR3085688.9307	1	26
SRR3085692.227858	1	0
SRR3085689.148220	1	0
SRR3085689.243024	1	0
SRR3085688.18305	1	11
SRR3085692.95530	1	5
SRR3085689.244010	1	51
SRR3085689.109935	1	877
SRR3085696.186202	1	94
SRR3085697.130505	1	0
SRR3085689.35600	1	7
SRR3085692.6027	1	0
SRR3085692.81881	1	0
SRR3085700.28797	1	2
SRR3085698.31704	2	1
SRR3085688.74988	1	89
SRR3085697.36201	1	19
SRR3085701.130514	1	7
SRR3085688.20951	1	4040
SRR3085698.16469	1	824
SRR3085695.117725	1	244
SRR3085697.12011	1	88
SRR3085695.102237	1	3
SRR3085701.137130	1	54
SRR3085697.19295	1	216
SRR3085701.67143	1	11
SRR3085692.64395	1	177
SRR3085699.12730	1	37
SRR3085692.3514	1	1704
SRR3085690.215562	1	0
SRR3085694.53489	1	3561
SRR3085694.26602	1	0
SRR3085697.117416	1	2808
SRR3085688.50005	1	38
SRR3085689.239240	1	15
SRR3085688.103905	1	635
SRR3085695.64105	1	3813
SRR3085700.24694	1	2530
SRR3085692.105760	1	4073
SRR3085694.12388	1	14
SRR3085697.47572	1	2
SRR3085694.147262	1	74
SRR3085692.16170	1	3
SRR3085695.68462	1	2
SRR3085695.110184	1	9
SRR3085701.35425	1	0
SRR3085698.54339	1	6
SRR3085689.1113	1	0
SRR3085692.120489	1	0
SRR3085690.18100	1	135
SRR3085691.28976	1	111
SRR3085701.157403	1	133
SRR3085697.122597	1	4
SRR3085689.127514	1	0
SRR3085699.7672	1	2
SRR3085689.149931	1	1
SRR3085696.196117	1	47
SRR3085692.16172	1	1
SRR3085694.113466	1	2
SRR3085697.21673	1	0
SRR3085688.101610	1	230
SRR3085689.209359	1	0
SRR3085691.151446	1	39
SRR3085693.20913	1	35
SRR3085692.49138	28	4
SRR3085694.119633	1	344
SRR3085700.81797	1	64
SRR3085701.103928	1	92
SRR3085689.241112	1	11
SRR3085690.183399	3	82
SRR3085692.272027	1	182
SRR3085689.240718	1	176
SRR3085692.278758	1	29
SRR3085689.89300	1	0
SRR3085692.51735	1	12
SRR3085698.102089	1	145
SRR3085692.168035	1	366
SRR3085691.54659	1	48
SRR3085698.181964	1	100
SRR3085689.26262	1	358
SRR3085700.91877	1	118
SRR3085693.73165	1	6
SRR3085695.46229	1	0
SRR3085688.30678	1	26
SRR3085698.31457	1	37
SRR3085701.152120	1	216
SRR3085692.19062	3	0
SRR3085689.194399	1	110
SRR3085694.29565	1	97
SRR3085692.185547	2	0
SRR3085688.41384	1	3817
SRR3085696.184882	1	1
SRR3085693.127007	1	0
SRR3085700.32657	7	1
SRR3085693.50173	1	2739
SRR3085698.20277	1	476
SRR3085695.61039	1	31
SRR3085695.31833	1	9
SRR3085700.88520	1	3
SRR3085689.69618	1	4
SRR3085695.38746	1	73
SRR3085690.173400	1	24
SRR3085701.148145	1	76
SRR3085689.214962	1	9
SRR3085698.45471	1	49
SRR3085693.135820	1	5
SRR3085698.63556	1	1
SRR3085694.156040	1	77
SRR3085688.77864	1	0
SRR3085696.117203	7	712
SRR3085696.123270	1	2757
SRR3085689.193245	1	0
SRR3085691.128824	1	168
SRR3085690.114361	1	3
SRR3085692.200879	2	2
SRR3085688.101079	3	3
SRR3085696.134201	1	205
SRR3085692.272028	1	2063
SRR3085689.152708	1	38
SRR3085693.58138	1	15
SRR3085698.112607	1	5
SRR3085691.41280	1	8
SRR3085700.38070	17	22
SRR3085689.139376	1	321
SRR3085696.8605	1	41
SRR3085694.29696	1	1043
SRR3085698.73536	1	0
SRR3085698.172125	1	6
SRR3085696.185410	1	0
SRR3085689.61936	1	89
SRR3085692.2641	1	0
SRR3085696.76153	1	3
SRR3085692.263051	2	0
SRR3085701.55553	1	0
SRR3085698.164163	1	85
SRR3085697.67028	1	1
SRR3085689.245280	1	130
SRR3085691.36624	82	4
SRR3085692.32859	3	347
SRR3085693.98537	1	71
SRR3085692.96843	2	9
SRR3085697.129896	1	184
SRR3085690.115668	1	622
SRR3085689.179015	1	544
SRR3085689.88723	1	0
SRR3085689.207443	1	31
SRR3085694.147457	1	5
SRR3085690.116997	1	2759
SRR3085692.116690	1	117
SRR3085689.24208	1	3572
SRR3085693.44320	1	90
SRR3085692.145203	1	2
SRR3085694.124457	1	38
SRR3085692.42201	1	0
SRR3085699.73002	1	610
SRR3085697.92574	1	0
SRR3085694.5695	1	5
SRR3085690.40762	1	2777
SRR3085700.69408	1	845
SRR3085700.4458	1	32
SRR3085701.37651	1	10
SRR3085689.112093	1	1
SRR3085701.50985	1	73
SRR3085696.143121	1	25
SRR3085689.239846	10	3853
SRR3085696.187925	1	5
SRR3085694.143658	1	1
SRR3085697.96899	1	551
SRR3085699.2655	14	24
SRR3085696.168049	1	0
SRR3085700.74249	1	3
SRR3085692.233500	1	0
SRR3085692.37732	1	79
SRR3085700.78883	1	10
SRR3085695.61588	1	7
SRR3085697.34038	1	42
SRR3085694.129931	11	92
SRR3085692.206127	7	0
SRR3085688.31684	1	2
SRR3085690.132146	1	1
SRR3085699.64390	1	82
SRR3085691.108469	1	389
SRR3085695.112547	1	134
SRR3085695.14802	1	1
SRR3085692.36595	1	381
SRR3085700.28929	1	7
SRR3085689.195049	1	4
SRR3085692.67362	1	79
SRR3085701.135279	1	0
SRR3085693.45981	1	0
SRR3085692.203228	1	1
SRR3085696.74952	1	120
SRR3085693.75972	1	17
SRR3085692.87607	1	589
SRR3085692.215403	1	3
SRR3085689.207801	1	0
SRR3085697.93825	1	6
SRR3085697.94142	1	0
SRR3085693.122099	1	162
SRR3085691.113601	1	218
SRR3085698.90815	1	100
SRR3085700.35827	1214	145
SRR3085699.53033	1	4082
SRR3085700.118268	1	115
SRR3085701.39436	1	3
SRR3085693.101330	1	15
SRR3085693.80871	1	164
SRR3085688.70240	9	772
SRR3085694.25514	8	75
SRR3085697.84873	1	2
SRR3085696.117359	1	144
SRR3085696.11943	1	67
SRR3085688.65009	1	754
SRR3085694.70958	1	35
SRR3085699.70569	1	25
SRR3085689.36930	1	36
SRR3085699.7993	1	0
SRR3085691.52896	3	0
SRR3085693.2301	1	177
SRR3085694.3349	1	637
SRR3085689.137498	1	3
SRR3085697.109957	1	0
SRR3085692.203485	1	123
SRR3085698.1312	1	0
SRR3085689.171937	1	100
SRR3085696.176575	1	478
SRR3085696.158590	1	242
SRR3085692.211587	1	2
SRR3085689.141759	1	4
SRR3085694.113695	1	10
SRR3085692.288910	1	721
SRR3085689.62044	1	17
SRR3085695.59312	1	3853
SRR3085692.83116	1	42
SRR3085694.155040	1	0
SRR3085699.51512	1	63
SRR3085691.43269	1	269
SRR3085689.184374	1	11
SRR3085691.50767	1	69
SRR3085690.182216	1	4028
SRR3085694.76785	1	4
SRR3085692.58094	1	36
SRR3085692.36566	1	68
SRR3085694.30476	1	28
SRR3085690.16710	1	2917
SRR3085701.76785	1	16
SRR3085694.71685	1	78
SRR3085694.115648	1	0
SRR3085696.178106	1	695
SRR3085693.20993	1	604
SRR3085689.181707	1	9
SRR3085688.46448	1	0
SRR3085689.90364	1	0
SRR3085692.280265	1	24
SRR3085701.44578	1	1
SRR3085689.27415	1	7
SRR3085692.141127	1	2615
SRR3085694.126774	1	41
SRR3085701.143748	1	32
SRR3085691.23406	1	68
SRR3085689.163308	15	288
SRR3085692.225506	1	4075
SRR3085696.50323	1	7
SRR3085691.23699	1	4586
SRR3085689.54621	1	0
SRR3085697.13255	1	1
SRR3085701.40343	1	3
SRR3085693.52069	1	427
SRR3085696.195977	1	263
SRR3085701.1596	1	392
SRR3085696.22692	1	19
SRR3085694.64270	1	2
SRR3085701.145555	1	8
SRR3085690.14506	1	4027
SRR3085689.46099	1	0
SRR3085691.150972	2	155
SRR3085692.134389	1	11
SRR3085700.106462	1	83
SRR3085691.133487	1	182
SRR3085689.136258	1	70
SRR3085691.137783	1	54
SRR3085697.48333	1	0
SRR3085696.43566	1	1
SRR3085689.222941	1	182
SRR3085701.6954	7	1
SRR3085690.48033	1	13
SRR3085700.3515	1	692
SRR3085689.168338	1	0
SRR3085690.27737	1	32
SRR3085689.232500	1	3544
SRR3085701.68878	1	80
SRR3085692.276912	1	308
SRR3085694.79930	1	66
SRR3085690.205794	1	73
SRR3085688.29290	1	669
SRR3085689.88204	1	3559
SRR3085698.120903	1	0
SRR3085689.231803	2	4
SRR3085689.76144	1	1
SRR3085688.26923	1	52
SRR3085694.21595	1	10
SRR3085699.4537	1	193
SRR3085694.56714	1	1817
SRR3085692.266249	1	8
SRR3085692.14993	4	446
SRR3085694.78826	1	0
SRR3085698.149071	1	6
SRR3085694.42638	1	19
SRR3085695.22703	1	1
SRR3085696.38524	1	2
SRR3085691.154505	1	0
SRR3085694.154913	1	2
SRR3085696.144294	1	9
SRR3085692.230348	4	54
SRR3085691.4939	1	123
SRR3085690.192723	1	0
SRR3085697.87613	1	15
SRR3085688.8000	1	19
SRR3085692.25878	1	0
SRR3085701.28984	1	418
SRR3085692.150172	2	91
SRR3085692.286416	5	271
SRR3085690.58829	1	267
SRR3085694.83112	1	2
SRR3085694.152999	1	1
SRR3085688.21420	1	1026
SRR3085690.73826	1	43
SRR3085698.170023	1	275
SRR3085698.172744	1	33
SRR3085697.104300	1	1
SRR3085688.11113	1	3
SRR3085688.64378	1	242
SRR3085701.31140	4	96
SRR3085697.36532	2	43
SRR3085689.204229	1	1
SRR3085694.8458	1	41
SRR3085689.234281	2	0
SRR3085688.39640	1	705
SRR3085694.141674	1	351
SRR3085690.188721	1	403
SRR3085689.19986	1	0
SRR3085691.95931	1	4
SRR3085690.62631	1	2
SRR3085693.35362	1	3
SRR3085701.11396	1	370
SRR3085689.236205	1	1
SRR3085701.132736	4	2
SRR3085692.137991	1	26
SRR3085692.229000	1	5
SRR3085695.31020	1	3
SRR3085691.158136	1	55
SRR3085699.4344	1	756
SRR3085696.87680	6	11
SRR3085692.115230	5	0
SRR3085695.1094	1	10
SRR3085694.22866	1	53
SRR3085696.107438	1	574
SRR3085688.29557	1	430
SRR3085690.7069	4	21
SRR3085700.120622	12	23
SRR3085701.109963	1	0
SRR3085692.8137	1	48
SRR3085692.81467	32	4
SRR3085689.91997	1	360
SRR3085701.153606	1	4
SRR3085688.45985	1	16
SRR3085691.92777	47	183
SRR3085694.23483	1	19
SRR3085693.54686	1	0
SRR3085692.41354	1	0
SRR3085689.155067	1	0
SRR3085690.16715	1	3
SRR3085690.107065	1	9
SRR3085689.56424	1	63
SRR3085690.90801	1	21
SRR3085689.98335	7	81
SRR3085699.38162	1	454
SRR3085689.43132	1	48
SRR3085690.166822	1	588
SRR3085692.117704	1	35
SRR3085701.140641	1	7
SRR3085699.43453	17	13
SRR3085694.40106	1	53
SRR3085697.48650	1	22
SRR3085697.54643	1	0
SRR3085694.69717	1	295
SRR3085698.124837	2	17
SRR3085697.21069	1	5
SRR3085700.12686	1	196
SRR3085689.9828	1	2
SRR3085698.163223	1	1
SRR3085691.101765	1	5
SRR3085691.161818	1	1453
SRR3085700.92758	1	34
SRR3085700.48779	164	28
SRR3085692.161336	1	6
SRR3085696.92298	1	107
SRR3085700.35256	10	0
SRR3085694.86374	1	0
SRR3085701.75316	1	2
SRR3085695.63249	1	58
SRR3085691.99609	3	14
SRR3085692.65869	1	0
SRR3085697.65346	1	4
SRR3085697.25300	1	260
SRR3085689.185672	2	1
SRR3085701.62474	1	137
SRR3085693.4243	1	21
SRR3085693.80145	2	1
SRR3085700.90378	1	2
SRR3085696.58664	1	10
SRR3085692.72946	1	244
SRR3085693.63802	1	139
SRR3085692.288911	1	583
SRR3085693.111080	3	150
SRR3085692.164266	1	48
SRR3085691.160130	1	4587
SRR3085697.99323	1	0
SRR3085689.179917	1	3
SRR3085688.15879	1	1021
SRR3085689.60318	1	1
SRR3085690.218906	1	4595
SRR3085692.227763	1	0
SRR3085701.68269	1	10
SRR3085696.114579	1	9
SRR3085696.129341	1	0
SRR3085689.218688	1	0
SRR3085689.21914	1	1
SRR3085693.73812	1	170
SRR3085699.2218	144	17
SRR3085697.90498	1	0
SRR3085699.12647	1	919
SRR3085697.110048	6	67
SRR3085692.229001	1	1
SRR3085689.99621	11	4
SRR3085695.56055	1	580
SRR3085691.147960	1	562
SRR3085694.125596	1	3549
SRR3085692.230802	1	359
SRR3085694.109042	1	1
SRR3085691.76911	1	5085
SRR3085689.138727	1	0
SRR3085692.244274	1	24
SRR3085698.84023	1	0
SRR3085693.119195	1	9
SRR3085689.219079	1	57
SRR3085695.37466	1	5
SRR3085689.223377	1	1063
SRR3085689.135029	1	0
SRR3085697.103204	1	3
SRR3085694.99045	1	1
SRR3085701.112497	1	58
SRR3085701.8498	1	11
SRR3085698.153091	1	496
SRR3085700.72424	1	544
SRR3085697.94909	1	16
SRR3085692.257389	1	233
SRR3085692.167246	1	4
SRR3085701.18900	1	109
SRR3085692.164436	1	18
SRR3085698.58814	1	5
SRR3085698.184272	1	18
SRR3085692.11513	1	8
SRR3085690.203460	1	3973
SRR3085701.133491	1	2
SRR3085689.238593	1	14
SRR3085688.88722	1	1
SRR3085690.112160	32	728
SRR3085697.114913	1	0
SRR3085690.165571	1	139
SRR3085697.107092	1	351
SRR3085692.244917	1	142
SRR3085696.177819	1	102
SRR3085690.8869	1	138
SRR3085701.113827	1	506
SRR3085696.140920	1	711
SRR3085689.59027	1	16
SRR3085692.299212	1	96
SRR3085689.128723	1	1
SRR3085690.88777	1	35
SRR3085697.49363	1	4
SRR3085701.2221	27	69
SRR3085691.106510	1	71
SRR3085688.67736	1	2
SRR3085689.218217	1	3
SRR3085690.64181	1	0
SRR3085697.120940	1	212
SRR3085699.15485	1	180
SRR3085688.18279	1	0
SRR3085692.227659	1	14
SRR3085701.120923	1	26
SRR3085694.22122	1	0
SRR3085696.84975	1	4
SRR3085689.19461	1	365
SRR3085694.9925	1	0
SRR3085695.113536	1	252
SRR3085697.73574	1	367
SRR3085692.178433	1	1
SRR3085690.7160	1	3934
SRR3085701.98971	2	30
SRR3085692.115838	1	36
SRR3085700.76703	1	179
SRR3085696.191729	1	86
SRR3085689.2195	1	1067
SRR3085694.35043	1	64
SRR3085689.228181	1	1
SRR3085692.265530	1	18
SRR3085698.22993	1	3037
SRR3085701.13327	1	339
SRR3085689.190474	9	166
SRR3085700.101945	1	1
SRR3085693.69089	1	3
SRR3085697.52497	1	0
SRR3085697.112977	3	0
SRR3085692.44446	1	0
SRR3085690.178152	1	12
SRR3085696.65533	1	109
SRR3085699.54795	1	224
SRR3085694.95284	1	2
SRR3085700.111379	1	38
SRR3085696.75148	1	2257
SRR3085692.6165	1	42
SRR3085693.98036	1	1919
SRR3085701.153394	1	66
SRR3085690.78946	1	26
SRR3085699.24728	1	421
SRR3085696.63427	1	0
SRR3085688.92685	1	0
SRR3085694.139464	1	6
SRR3085698.139172	1	0
SRR3085698.129140	1	3
SRR3085694.147164	1	23
SRR3085691.156010	1	154
SRR3085693.140813	1	87
SRR3085701.116881	1	26
SRR3085688.16732	1	3
SRR3085698.156036	1	5
SRR3085689.69683	1	151
SRR3085692.216154	2	1
SRR3085698.59738	1	306
SRR3085697.111025	1	7
SRR3085694.104920	2	1
SRR3085697.57211	1	655
SRR3085697.22872	1	40
SRR3085693.99206	1	53
SRR3085694.58474	1	9
SRR3085692.166473	1	112
SRR3085698.84766	1	128
SRR3085691.124541	1	4585
SRR3085700.35508	5	1
SRR3085696.136705	1	295
SRR3085691.142037	1	17
SRR3085691.51144	1	10
SRR3085689.6666	1	5
SRR3085689.101999	1	3685
SRR3085698.36226	1	645
SRR3085698.173868	1	73
SRR3085689.61031	1	68
SRR3085692.746	1	0
SRR3085689.93517	1	2
SRR3085701.29480	7	0
SRR3085691.24825	1	1
SRR3085692.6345	1	4
SRR3085700.50697	9	0
SRR3085701.71372	1	516
SRR3085694.51274	1	12
SRR3085697.281	1	4
SRR3085696.106248	1	767
SRR3085689.160055	1	0
SRR3085690.24707	1	1
SRR3085697.34990	1	3
SRR3085692.255643	1	11
SRR3085694.71983	1	0
SRR3085691.9892	1	337
SRR3085701.130799	1	1
SRR3085691.143056	1	1
SRR3085695.48390	1	13
SRR3085696.90806	1	261
SRR3085691.51779	1	3
SRR3085692.18266	6	14
SRR3085694.7487	1	16
SRR3085689.148111	1	73
SRR3085689.98398	1	2
SRR3085697.61300	1	9
SRR3085692.43243	1	49
SRR3085688.15790	1	184
SRR3085688.115264	1	2746
SRR3085692.252361	1	4405
SRR3085698.45410	1	11
SRR3085689.246	578	233
SRR3085698.30335	1	387
SRR3085689.129618	1	448
SRR3085694.55126	1	2535
SRR3085701.94902	1	216
SRR3085694.114719	1	1
SRR3085692.151973	1	425
SRR3085701.149344	1	142
SRR3085689.75565	1	40
SRR3085696.18132	1	100
SRR3085692.176277	1	531
SRR3085692.178655	2	37
SRR3085697.48297	1	0
SRR3085693.91244	1	17
SRR3085694.47822	1	109
SRR3085692.139457	1	144
SRR3085692.65167	1	3859
SRR3085701.90764	1	81
SRR3085691.65172	1	97
SRR3085692.196966	1	9
SRR3085697.97959	1	34
SRR3085692.175532	1	10
SRR3085701.145176	1	2
SRR3085692.23769	1	40
SRR3085691.143723	1	18
SRR3085689.106098	1	2853
SRR3085701.105659	7	3
SRR3085692.136268	5	0
SRR3085694.132717	1	0
SRR3085698.66738	1	11
SRR3085689.176025	1	213
SRR3085699.77584	1	26
SRR3085701.1952	1	0
SRR3085696.197709	1	2
SRR3085692.82654	1	13
SRR3085689.121655	1	3
SRR3085696.191493	1	4597
SRR3085690.70092	1	16
SRR3085689.243842	1	0
SRR3085689.192010	14	35
SRR3085690.1911	1	3
SRR3085697.29805	1	9
SRR3085691.102216	1	1
SRR3085692.43770	1	9
SRR3085700.100213	1	350
SRR3085689.176156	1	294
SRR3085696.199161	1	694
SRR3085694.7179	1	19
SRR3085689.199152	1	17
SRR3085689.233892	1	936
SRR3085698.89596	1	18
SRR3085696.21822	1	22
SRR3085692.68179	1	0
SRR3085688.33805	1	95
SRR3085692.18440	1	30
SRR3085698.14505	1	86
SRR3085689.149319	1	8
SRR3085698.100657	1	307
SRR3085690.98148	1	2
SRR3085689.163448	1	46
SRR3085690.188892	1	2
SRR3085691.117571	1	3847
SRR3085690.3379	1	35
SRR3085694.108178	1	65
SRR3085692.135881	1	5
SRR3085692.57459	1	1
SRR3085688.107768	1	0
SRR3085690.19392	1	0
SRR3085694.145451	1	6
SRR3085701.72000	2	7
SRR3085690.215800	1	59
SRR3085690.13617	1	319
SRR3085698.76278	1	42
SRR3085689.165830	1	1
SRR3085690.51211	1	496
SRR3085692.186649	1	33
SRR3085698.87186	1	224
SRR3085692.242156	1	39
SRR3085696.3945	1	53
SRR3085692.222652	1	2
SRR3085693.72206	1	2
SRR3085692.243429	1	4707
SRR3085690.57792	1	1
SRR3085698.147231	1	1
SRR3085692.195007	1	101
SRR3085691.150056	59	6
SRR3085689.133266	1	130
SRR3085695.112164	1	101
SRR3085698.187202	1	3670
SRR3085698.59156	1	344
SRR3085688.52909	2	1
SRR3085689.30098	1	3
SRR3085689.2407	1	1
SRR3085698.159147	1	29
SRR3085694.68591	1	3727
SRR3085694.39122	26	16
SRR3085697.15885	1	93
SRR3085691.97577	1	398
SRR3085701.42853	1	167
SRR3085689.76744	1	176
SRR3085692.45532	1	4596
SRR3085697.106935	1	21
SRR3085688.13767	1	0
SRR3085690.120448	1	1
SRR3085688.17936	1	703
SRR3085694.634	2	21
SRR3085691.156680	1	0
SRR3085691.9789	1	6
SRR3085694.117178	1	236
SRR3085692.196034	15	82
SRR3085692.230239	1	44
SRR3085692.298989	1	34
SRR3085693.10120	1	440
SRR3085701.33293	1	1724
SRR3085695.113	2685	262
SRR3085695.88674	1	152
SRR3085692.241117	28	8
SRR3085700.17190	1	47
SRR3085693.31623	1	126
SRR3085694.155510	1	44
SRR3085689.126269	1	1
SRR3085692.196567	1	4077
SRR3085689.127185	1	99
SRR3085690.152510	1	4213
SRR3085696.185483	1	183
SRR3085689.145254	1	2
SRR3085697.20913	1	26
SRR3085694.92431	2	0
SRR3085694.136766	1	24
SRR3085689.248110	1	45
SRR3085701.8203	1	1
SRR3085695.13721	1	3
SRR3085698.151470	1	3512
SRR3085698.38485	1	10
SRR3085688.56226	1	4
SRR3085690.189131	35	255
SRR3085689.197749	1	4
SRR3085689.132527	1	24
SRR3085688.109243	1	60
SRR3085693.36151	90	4
SRR3085694.128104	1	2
SRR3085698.96678	1	17
SRR3085698.45255	1	1
SRR3085699.33089	1	52
SRR3085701.70405	1	302
SRR3085695.100349	1	2606
SRR3085701.56063	1	15
SRR3085692.302029	1	0
SRR3085689.171131	1	8
SRR3085701.79660	1	8
SRR3085697.102338	1	2814
SRR3085692.16859	1	64
SRR3085692.269707	1	3
SRR3085690.195510	1	488
SRR3085692.292957	1	2
SRR3085691.85988	1	26
SRR3085689.55449	5	52
SRR3085700.61071	1	120
SRR3085689.193481	1	0
SRR3085698.49596	1	18
SRR3085699.72219	1	189
SRR3085701.157578	1	3
SRR3085692.9206	3	3
SRR3085697.71414	1	1
SRR3085689.114619	1	35
SRR3085692.141623	1	0
SRR3085691.114665	1	1
SRR3085692.222554	1	2
SRR3085688.6397	1	2
SRR3085696.160689	1	0
SRR3085692.105789	1	22
SRR3085692.108005	1	2
SRR3085695.111339	1	4702
SRR3085695.79992	1	88
SRR3085697.82656	1	19
SRR3085689.2246	28	682
SRR3085690.114	2434	148
SRR3085692.252213	1	0
SRR3085693.138111	1	12
SRR3085689.36132	1	1
SRR3085696.175596	1	7
SRR3085697.5481	1	34
SRR3085700.49237	1	0
SRR3085691.35867	1	71
SRR3085690.121095	1	41
SRR3085689.217391	1	0
SRR3085700.70499	1	83
SRR3085694.92776	1	229
SRR3085694.92188	1	249
SRR3085694.117869	1	5
SRR3085694.131128	1	916
SRR3085690.115900	9	219
SRR3085692.53673	1	751
SRR3085688.9677	1	1859
SRR3085697.61966	1	9
SRR3085701.90627	1	13
SRR3085690.78778	1	24
SRR3085688.30704	1	0
SRR3085694.151966	12	244
SRR3085694.18537	28	1903
SRR3085701.41376	1	326
SRR3085692.75136	1	0
SRR3085700.113695	1	0
SRR3085693.45481	1	516
SRR3085689.96755	1	71
SRR3085701.136269	1	0
SRR3085689.209765	1	9
SRR3085689.206161	1	222
SRR3085698.145645	1	342
SRR3085689.176107	1	55
SRR3085690.85365	1	42
SRR3085701.79993	1	2
SRR3085697.47816	1	33
SRR3085700.14153	1	144
SRR3085695.12284	1	143
SRR3085695.112874	1	636
SRR3085701.38598	1	2535
SRR3085697.102062	1	29
SRR3085688.54785	1	0
SRR3085697.1206	1	13
SRR3085692.198894	1	35
SRR3085689.205089	2	13
SRR3085692.126889	1	12
SRR3085697.84425	1	0
SRR3085693.112493	1	0
SRR3085697.112525	1	0
SRR3085698.41125	1	70
SRR3085690.139405	1	0
SRR3085690.220197	1	76
SRR3085694.6153	1	0
SRR3085690.182316	1	235
SRR3085690.143337	1	1
SRR3085695.12582	1	1
SRR3085697.92963	1	0
SRR3085700.61319	1	276
SRR3085693.57186	1	23
SRR3085692.261672	1	3
SRR3085689.6640	1	142
SRR3085689.158583	1	17
SRR3085698.132583	1	407
SRR3085691.118113	1	24
SRR3085694.20357	1	85
SRR3085698.73348	1	46
SRR3085697.129466	1	4030
SRR3085692.151824	1	9
SRR3085694.139239	1	43
SRR3085689.40609	1	6
SRR3085689.55745	1	128
SRR3085694.156075	2	235
SRR3085692.151327	1	605
SRR3085692.32803	1	4598
SRR3085689.214678	1	6
SRR3085701.94813	1	229
SRR3085689.119548	1	855
SRR3085692.241118	1	84
SRR3085698.56545	1	22
SRR3085698.168287	1	160
SRR3085692.168827	1	27
SRR3085691.46823	1	1
SRR3085698.108828	1	3
SRR3085691.118646	1	0
SRR3085697.13304	1	16
SRR3085697.15336	1	0
SRR3085689.222718	1	31
SRR3085688.94877	1	4653
SRR3085693.51558	1	6
SRR3085697.43875	1	544
SRR3085701.65215	1	176
SRR3085700.34485	1	0
SRR3085694.148002	1	27
SRR3085698.25078	1	0
SRR3085700.95968	1	1023
SRR3085696.21304	1	57
SRR3085695.43470	2	2
SRR3085689.100	2326	180
SRR3085689.216095	1	344
SRR3085691.99960	4	10
SRR3085695.103786	1	9
SRR3085699.75969	1	1
SRR3085698.65946	1	419
SRR3085689.82669	1	176
SRR3085692.32536	71	11
SRR3085689.186324	1	164
SRR3085693.5624	1	11
SRR3085701.22687	1	2646
SRR3085689.116841	1	3672
SRR3085696.94	507	72
SRR3085692.245193	1	260
SRR3085695.33126	1	6
SRR3085690.182704	1	1
SRR3085693.101967	1	123
SRR3085696.115189	1	364
SRR3085690.210624	1	91
SRR3085688.95160	1	447
SRR3085698.172868	1	0
SRR3085692.173553	1	3
SRR3085694.138153	1	0
SRR3085692.108524	5	38
SRR3085692.251665	1	4059
SRR3085692.146811	1	140
SRR3085700.120699	2	0
SRR3085692.300424	1	4
SRR3085692.216064	1	16
SRR3085697.84269	10	254
SRR3085691.24350	1	1
SRR3085690.196233	1	19
SRR3085690.76232	1	2611
SRR3085694.103609	1	24
SRR3085701.46874	1	2
SRR3085692.291118	1	6
SRR3085692.122283	1	0
SRR3085700.65558	1	143
SRR3085697.7906	1	146
SRR3085691.101562	1	109
SRR3085698.104216	1	16
SRR3085689.413	89	161
SRR3085693.95479	1	105
SRR3085690.150608	1	1
SRR3085693.114	237	15
SRR3085690.24103	1	3
SRR3085689.200982	1	0
SRR3085689.40733	2	0
SRR3085691.27055	1	2
SRR3085700.48870	206	52
SRR3085694.128764	1	0
SRR3085699.67702	1	94
SRR3085701.82211	1	2
SRR3085701.69370	1	9
SRR3085695.110998	2	41
SRR3085694.23064	1	22
SRR3085692.87084	1	10
SRR3085693.112045	1	91
SRR3085692.255506	1	2
SRR3085689.41301	1	341
